customerID,tenure,StreamingTV,StreamingMovies,Streaming Service,Contract,MonthlyCharges,TotalCharges,Churn,Customer Churn
7055-HNEOJ,3,No,No,0,Month-to-month,55.8,154.55,No,0
3211-AAPKX,20,Yes,Yes,1,Month-to-month,98.55,2031.95,No,0
8445-DNBAE,1,No,No,0,Month-to-month,50.05,50.05,No,0
2951-QOQTK,4,No,No,0,Month-to-month,80.8,332.45,Yes,1
2958-NHPPS,23,No internet service,No internet service,0,Month-to-month,20.85,473.9,No,0
6806-YDEUL,6,No internet service,No internet service,0,Month-to-month,19.5,106.8,No,0
1735-XMJVH,8,No internet service,No internet service,0,Month-to-month,19.35,152.6,No,0
6890-PFRQX,18,Yes,No,1,Month-to-month,69.5,1199.4,No,0
0222-CNVPT,52,Yes,Yes,1,Month-to-month,48.8,2555.05,No,0
5899-OUVKV,31,Yes,Yes,1,Month-to-month,94.5,2979.2,No,0
8681-ICONS,29,No internet service,No internet service,0,Month-to-month,20.65,654.85,No,0
3473-XIIIT,16,Yes,Yes,1,Month-to-month,100,1534.75,Yes,1
7893-IXHRQ,1,No internet service,No internet service,0,Month-to-month,20.55,20.55,Yes,1
2952-QAYZF,5,No,No,0,Month-to-month,85.3,424.15,Yes,1
6234-PFPXL,22,Yes,No,1,Month-to-month,95.9,2234.95,No,0
4763-PGDPO,4,No,No,0,Month-to-month,70.4,281,Yes,1
4283-IVYCI,9,No,Yes,1,Month-to-month,64.95,547.8,No,0
1866-OBPNR,1,No,No,0,Month-to-month,74.6,74.6,No,0
8205-MQUGY,12,No,No,0,Month-to-month,49.2,571.15,No,0
5394-SVGJV,37,Yes,Yes,1,Month-to-month,98.8,3475.55,Yes,1
6979-TNDEU,8,No internet service,No internet service,0,Month-to-month,19.2,156.85,No,0
9777-WJJPR,31,Yes,No,1,Month-to-month,88.65,2683.2,No,0
9283-LZQOH,13,No,No,0,Month-to-month,74.4,896.75,Yes,1
7079-QRCBC,24,Yes,Yes,1,Month-to-month,98.75,2407.3,Yes,1
9495-SKLKD,45,No,Yes,1,Month-to-month,95.95,4456.65,No,0
5067-DGXLL,2,No internet service,No internet service,0,Month-to-month,20.25,36.8,No,0
9851-QXEEQ,41,Yes,Yes,1,Month-to-month,104.7,4346.4,Yes,1
9290-SHCMB,13,Yes,Yes,1,Month-to-month,96.85,1235.55,No,0
9809-IMGCQ,22,Yes,Yes,1,Month-to-month,96.7,2082.95,Yes,1
5208-HFSBT,2,No,No,0,Month-to-month,55.05,102.75,Yes,1
8695-WDYEA,1,No,No,0,Month-to-month,51.25,51.25,No,0
8605-ITULD,1,No internet service,No internet service,0,Month-to-month,19.55,19.55,No,0
3254-YRILK,19,Yes,No,1,Month-to-month,88.2,1775.8,Yes,1
6416-YJTTB,11,No,No,0,Month-to-month,79.5,795.65,No,0
4472-VESGY,52,No,Yes,1,Month-to-month,98.15,4993.4,No,0
3195-TQDZX,3,No internet service,No internet service,0,Month-to-month,20.25,61.45,No,0
3128-YOVTD,51,No,No,0,Month-to-month,79.15,4018.55,No,0
0529-ONKER,15,No,No,0,Month-to-month,75.65,1146.65,Yes,1
1728-CXQBE,64,No,Yes,1,Month-to-month,94.25,6081.4,No,0
7041-TXQJH,37,No,Yes,1,Month-to-month,40.2,1478.85,No,0
1769-GRUIK,18,No,No,0,Month-to-month,71.1,1247.75,No,0
5240-IJOQT,1,No,No,0,Month-to-month,74.7,74.7,Yes,1
2811-POVEX,23,No,Yes,1,Month-to-month,88.45,2130.55,No,0
1092-GANHU,17,No,No,0,Month-to-month,76.65,1313.55,Yes,1
9314-IJWSQ,14,Yes,No,1,Month-to-month,84.8,1203.9,No,0
0661-XEYAN,1,No,No,0,Month-to-month,25.8,25.8,Yes,1
6198-RTPMF,17,Yes,Yes,1,Month-to-month,92.6,1579.7,No,0
1925-GMVBW,5,No internet service,No internet service,0,Month-to-month,20.55,96.1,No,0
7881-EVUAD,2,No,Yes,1,Month-to-month,42.6,72.4,Yes,1
6184-DYUOB,3,No internet service,No internet service,0,Month-to-month,19.6,55.25,No,0
5766-XQXMQ,29,No,Yes,1,Month-to-month,68.85,1970.5,Yes,1
9327-QSDED,8,No,No,0,Month-to-month,43.55,335.4,No,0
1656-DRSMG,63,Yes,Yes,1,Month-to-month,109.85,7002.95,No,0
3012-VFFMN,7,No internet service,No internet service,0,Month-to-month,20.65,158.95,No,0
2984-AFWNC,3,Yes,Yes,1,Month-to-month,95.4,293.15,No,0
8096-LOIST,19,No,Yes,1,Month-to-month,56.2,1093.4,No,0
3703-VAVCL,2,No,Yes,1,Month-to-month,90,190.05,Yes,1
7107-UBYKY,35,No internet service,No internet service,0,Month-to-month,25.75,882.55,No,0
4881-GQJTW,14,No internet service,No internet service,0,Month-to-month,19.6,300.4,No,0
8519-QJGJD,14,No,No,0,Month-to-month,75.35,1025.95,Yes,1
7905-NJMXS,7,No,No,0,Month-to-month,64.2,475,No,0
6326-MTTXK,8,Yes,Yes,1,Month-to-month,100.85,819.55,Yes,1
5071-FBJFS,4,No,No,0,Month-to-month,50.3,217.1,No,0
2796-UUZZO,63,No,No,0,Month-to-month,80.3,4896.35,No,0
0330-IVZHA,5,No,No,0,Month-to-month,69.95,330.15,Yes,1
3794-NFNCH,30,No,No,0,Month-to-month,50,1474.9,No,0
5522-NYKPB,25,Yes,No,1,Month-to-month,85.9,2199.05,No,0
4237-RLAQD,1,No,No,0,Month-to-month,45.85,45.85,Yes,1
9957-YODKZ,6,No,No,0,Month-to-month,80.8,457.1,No,0
7776-QGYJC,39,No,No,0,Month-to-month,81.5,3107.3,No,0
9313-QOLTZ,26,No internet service,No internet service,0,Month-to-month,20.9,518.3,No,0
3186-BAXNB,1,Yes,No,1,Month-to-month,91.7,91.7,Yes,1
4672-FOTSD,12,No,No,0,Month-to-month,67.25,832.3,No,0
0637-YLETY,16,No,Yes,1,Month-to-month,95.6,1555.65,Yes,1
9818-XQCUV,2,No internet service,No internet service,0,Month-to-month,20.35,45.3,No,0
1157-BQCUW,1,No,No,0,Month-to-month,74.95,74.95,Yes,1
8259-NFJTV,7,No,No,0,Month-to-month,34.65,246.6,No,0
3223-DWFIO,4,No,No,0,Month-to-month,69.35,261.65,No,0
2660-EMUBI,10,Yes,Yes,1,Month-to-month,95.35,898.35,Yes,1
6968-GMKPR,55,No,No,0,Month-to-month,81.55,4509.5,No,0
1436-ZMJAN,10,Yes,Yes,1,Month-to-month,67.8,653.15,No,0
3292-PBZEJ,11,Yes,Yes,1,Month-to-month,111.4,1183.05,No,0
0799-DDIHE,15,No,No,0,Month-to-month,46.3,639.45,No,0
2812-SFXMJ,1,No internet service,No internet service,0,Month-to-month,20.05,20.05,No,0
7675-OZCZG,3,No,No,0,Month-to-month,45,127.1,Yes,1
2003-CKLOR,66,Yes,Yes,1,Month-to-month,99.5,6710.5,Yes,1
1205-WNWPJ,7,Yes,No,1,Month-to-month,59.5,415.95,Yes,1
9391-EOYLI,12,No,Yes,1,Month-to-month,80.45,950.2,Yes,1
2782-JEEBU,21,No,No,0,Month-to-month,36,780.15,No,0
2720-FVBQP,6,No,No,0,Month-to-month,48.95,273.25,No,0
7351-KYHQH,7,Yes,No,1,Month-to-month,64.95,493.65,No,0
8246-SHFGA,17,No internet service,No internet service,0,Month-to-month,21.1,385.55,No,0
8387-MOJJT,42,Yes,No,1,Month-to-month,77.95,3384,Yes,1
0620-XEFWH,4,No internet service,No internet service,0,Month-to-month,18.85,84.2,No,0
2761-OCIAX,2,No,No,0,Month-to-month,74.7,165.4,Yes,1
7321-VGNKU,2,No,No,0,Month-to-month,70.35,120.25,No,0
3068-OMWZA,1,Yes,No,1,Month-to-month,88.8,88.8,Yes,1
6032-KRXXO,30,Yes,Yes,1,Month-to-month,90.25,2755.35,Yes,1
7459-RRWQZ,15,No,Yes,1,Month-to-month,64.65,994.55,Yes,1
4154-AQUGT,13,No,Yes,1,Month-to-month,89.05,1169.35,Yes,1
3374-PZLXD,34,No internet service,No internet service,0,Month-to-month,19.7,675.6,No,0
4939-KYYPY,27,No,No,0,Month-to-month,59.45,1611.65,No,0
8017-LXHFA,23,Yes,Yes,1,Month-to-month,94.75,2293.6,Yes,1
6022-KOUQO,2,No,No,0,Month-to-month,29.05,44.75,No,0
6352-TWCAU,35,Yes,No,1,Month-to-month,86.45,3029.1,Yes,1
1262-OPMFY,9,No,No,0,Month-to-month,75.75,655.9,Yes,1
9504-DSHWM,20,No,No,0,Month-to-month,59.2,1191.2,No,0
5035-BVCXS,11,No,No,0,Month-to-month,75.9,866.4,No,0
6267-DCFFZ,30,Yes,No,1,Month-to-month,90.05,2627.2,No,0
2439-LYPMQ,38,Yes,Yes,1,Month-to-month,102.6,4009.2,No,0
4248-QPAVC,17,No,No,0,Month-to-month,85.35,1463.45,Yes,1
1478-VPOAD,1,No,No,0,Month-to-month,43.8,43.8,No,0
4690-LLKUA,17,No,No,0,Month-to-month,45.05,770.6,Yes,1
1498-DQNRX,29,No internet service,No internet service,0,Month-to-month,19.85,573.05,No,0
9469-WEJBT,37,No,Yes,1,Month-to-month,90.35,3419.3,No,0
3331-HQDTW,34,Yes,Yes,1,Month-to-month,109.8,3587.25,Yes,1
9490-DFPMD,42,Yes,No,1,Month-to-month,84.65,3541.35,Yes,1
5442-XSDCW,11,Yes,No,1,Month-to-month,79.5,868.5,Yes,1
7426-WEIJX,60,No,No,0,Month-to-month,80.95,4859.1,No,0
2851-MMUTZ,27,No,No,0,Month-to-month,56.15,1439.35,No,0
3049-NDXFL,1,No,Yes,1,Month-to-month,85.8,85.8,Yes,1
8580-AECUZ,1,Yes,No,1,Month-to-month,79.1,79.1,Yes,1
3307-TLCUD,17,No,No,0,Month-to-month,34.4,592.75,No,0
7963-GQRMY,3,No,No,0,Month-to-month,44.3,134.5,Yes,1
8189-HBVRW,53,No,No,0,Month-to-month,90.8,4921.2,No,0
4163-KIUHY,35,No internet service,No internet service,0,Month-to-month,25.6,901.25,No,0
1228-FZFRV,50,Yes,Yes,1,Month-to-month,105.95,5341.8,Yes,1
1171-TYKUR,47,No internet service,No internet service,0,Month-to-month,25.4,1139.2,No,0
3761-FLYZI,65,Yes,Yes,1,Month-to-month,108.8,7082.45,No,0
2058-DCJBE,5,No,No,0,Month-to-month,69.75,324.6,Yes,1
5364-XYIRR,51,Yes,Yes,1,Month-to-month,94.65,4812.75,Yes,1
4829-AUOAX,46,Yes,Yes,1,Month-to-month,96.05,4399.5,Yes,1
1219-NNDDO,9,No,No,0,Month-to-month,76.85,663.55,No,0
9659-QEQSY,45,Yes,Yes,1,Month-to-month,115.65,5125.5,No,0
5405-ZMYXQ,8,No,No,0,Month-to-month,74.6,548.9,No,0
5047-LHVLY,1,No,No,0,Month-to-month,50.15,50.15,Yes,1
9158-VCTQB,41,Yes,Yes,1,Month-to-month,113.6,4594.95,Yes,1
6311-UEUME,29,Yes,No,1,Month-to-month,78.9,2384.15,Yes,1
0793-TWELN,4,No,No,0,Month-to-month,80.15,319.85,No,0
0999-QXNSA,7,No,No,0,Month-to-month,45.75,344.2,No,0
4422-QVIJA,35,No,No,0,Month-to-month,50.15,1655.35,No,0
9365-SRSZE,27,No,No,0,Month-to-month,70.55,1943.9,No,0
6839-ITVZJ,26,No,No,0,Month-to-month,60.05,1616.15,Yes,1
0274-JKUJR,7,Yes,Yes,1,Month-to-month,58.85,465.7,No,0
5740-YHGTW,70,Yes,No,1,Month-to-month,97.55,6669.05,No,0
0375-HVGXO,1,Yes,No,1,Month-to-month,34.7,34.7,Yes,1
8593-WHYHV,3,No,Yes,1,Month-to-month,85.3,264.8,Yes,1
4423-YLHDV,21,Yes,Yes,1,Month-to-month,104.4,2200.25,Yes,1
8158-WPEZG,11,No,No,0,Month-to-month,35.65,425.1,No,0
0107-YHINA,1,Yes,Yes,1,Month-to-month,99.75,99.75,Yes,1
4918-FYJNT,55,No,No,0,Month-to-month,90.45,5044.8,No,0
4854-CIDCF,3,No,No,0,Month-to-month,73.85,196.4,No,0
8640-SDGKB,4,Yes,Yes,1,Month-to-month,74.4,299.7,Yes,1
6435-SRWBJ,5,No,No,0,Month-to-month,82.75,417.75,No,0
1702-CCFNJ,52,No,No,0,Month-to-month,61.35,3169.55,No,0
5515-RUGKN,8,No,Yes,1,Month-to-month,54.75,438.05,No,0
2081-VEYEH,3,Yes,Yes,1,Month-to-month,107.95,318.6,No,0
6407-UTSLV,2,Yes,No,1,Month-to-month,83.8,163.7,No,0
4116-TZAQJ,9,No,No,0,Month-to-month,74.25,639.65,Yes,1
7398-SKNQZ,3,Yes,Yes,1,Month-to-month,94.9,273.2,No,0
5935-FCCNB,17,Yes,Yes,1,Month-to-month,94.2,1608.15,No,0
1958-RNRKS,30,No,No,0,Month-to-month,49.9,1441.95,No,0
5136-RGMZO,31,Yes,No,1,Month-to-month,71.05,2168.15,No,0
3877-JRJIP,1,Yes,No,1,Month-to-month,59.85,59.85,Yes,1
8375-DKEBR,1,No,No,0,Month-to-month,69.6,69.6,Yes,1
1015-OWJKI,1,No internet service,No internet service,0,Month-to-month,19.05,19.05,No,0
7511-YMXVQ,9,Yes,Yes,1,Month-to-month,45.4,418.8,Yes,1
7551-JOHTI,1,No internet service,No internet service,0,Month-to-month,19.5,19.5,Yes,1
8887-IPQNC,7,No,No,0,Month-to-month,44.25,313.45,No,0
9804-ICWBG,1,No,No,0,Month-to-month,69.9,69.9,Yes,1
1222-KJNZD,40,No internet service,No internet service,0,Month-to-month,20.4,745.3,No,0
0106-GHRQR,16,No,Yes,1,Month-to-month,71.4,1212.1,No,0
5318-IXUZF,2,Yes,No,1,Month-to-month,87.15,183.75,Yes,1
3198-VELRD,3,No,Yes,1,Month-to-month,84.75,264.85,Yes,1
1320-REHCS,52,Yes,Yes,1,Month-to-month,110.75,5832,No,0
9436-ZBZCT,14,Yes,No,1,Month-to-month,89.95,1178.4,Yes,1
1803-BGNBD,12,No,No,0,Month-to-month,54.3,654.5,No,0
2243-FNMMI,20,No internet service,No internet service,0,Month-to-month,19.4,415.4,No,0
9470-XCCEM,35,Yes,No,1,Month-to-month,89.65,3161.6,No,0
6519-CFDBX,2,No,No,0,Month-to-month,45.4,80.95,No,0
3144-KMTWZ,71,No,Yes,1,Month-to-month,93.25,6669.45,No,0
7279-BUYWN,41,Yes,Yes,1,Month-to-month,113.2,4689.5,Yes,1
7156-MHUGY,13,Yes,Yes,1,Month-to-month,90.5,1201.15,Yes,1
7198-GLXTC,2,Yes,No,1,Month-to-month,79,143.65,Yes,1
5207-PLSTK,1,No,No,0,Month-to-month,48.75,48.75,No,0
2155-AMQRX,28,No,No,0,Month-to-month,54.9,1505.15,No,0
5091-HFAZW,2,Yes,No,1,Month-to-month,91.15,168.5,No,0
8623-ULFNQ,26,No,Yes,1,Month-to-month,66.05,1652.4,No,0
8380-PEFPE,1,No,No,0,Month-to-month,71.65,71.65,Yes,1
5687-DKDTV,4,No internet service,No internet service,0,Month-to-month,20.35,77.5,Yes,1
7530-HDYDS,38,No,No,0,Month-to-month,84.25,3264.5,Yes,1
2586-CWXVV,54,No,No,0,Month-to-month,30.4,1621.35,No,0
3096-IZETN,12,No,Yes,1,Month-to-month,78.1,947.3,Yes,1
8401-EMUWF,42,Yes,No,1,Month-to-month,69.4,3058.3,No,0
5922-ABDVO,19,No,Yes,1,Month-to-month,89.65,1761.05,Yes,1
2474-LCNUE,23,Yes,Yes,1,Month-to-month,73.65,1642.75,No,0
9172-ANCRX,10,Yes,Yes,1,Month-to-month,98.7,973.25,Yes,1
6650-VJONK,1,No,No,0,Month-to-month,43.85,43.85,No,0
2178-PMGCJ,22,No,No,0,Month-to-month,69.7,1490.4,No,0
6016-LVTJQ,34,No internet service,No internet service,0,Month-to-month,20.65,716.4,No,0
6910-HADCM,1,No,No,0,Month-to-month,76.35,76.35,Yes,1
4816-LXZYW,23,No,No,0,Month-to-month,79.15,1676.95,Yes,1
9606-PBKBQ,32,No,Yes,1,Month-to-month,85,2642.05,Yes,1
2070-XYMFH,23,No,No,0,Month-to-month,79.35,1835.3,No,0
0817-HSUSE,1,Yes,Yes,1,Month-to-month,75.5,75.5,No,0
1663-MHLHE,1,No internet service,No internet service,0,Month-to-month,19.2,19.2,No,0
4450-MDZFX,60,No,No,0,Month-to-month,74.35,4453.3,No,0
7554-AKDQF,6,No,No,0,Month-to-month,45.65,323.45,No,0
3536-IQCTX,32,No,Yes,1,Month-to-month,85.3,2661.1,Yes,1
4911-BANWH,31,Yes,No,1,Month-to-month,86.55,2697.4,Yes,1
8496-EJAUI,19,No,No,0,Month-to-month,73.85,1424.5,Yes,1
5423-BHIXO,32,No,No,0,Month-to-month,54.2,1739.6,No,0
6908-VVYHM,65,No,Yes,1,Month-to-month,90.65,5931,No,0
2959-EEXWB,45,Yes,Yes,1,Month-to-month,50.9,2333.85,No,0
3030-YDNRM,8,No,No,0,Month-to-month,74.85,572.45,No,0
3402-XRIUO,22,No,No,0,Month-to-month,63.55,1381.8,No,0
3132-TVFDZ,57,Yes,Yes,1,Month-to-month,44.85,2572.95,Yes,1
8286-AFUYI,1,No,No,0,Month-to-month,47.95,47.95,No,0
8080-DDEMJ,1,No,No,0,Month-to-month,45.1,45.1,Yes,1
8356-WUAOJ,1,No,No,0,Month-to-month,45,45,No,0
6365-MTGZX,24,Yes,Yes,1,Month-to-month,96,2122.45,Yes,1
1349-WXNGG,1,No internet service,No internet service,0,Month-to-month,20.05,20.05,Yes,1
8058-DMYRU,54,No,Yes,1,Month-to-month,90.05,4931.8,No,0
6959-GQEGV,45,Yes,Yes,1,Month-to-month,75.95,3273.8,No,0
0621-TWIEM,10,No,No,0,Month-to-month,45.55,402.6,Yes,1
3537-RYBHH,47,No,No,0,Month-to-month,67.45,3252,No,0
2485-ITVKB,2,No,Yes,1,Month-to-month,35.1,68.75,Yes,1
3669-OYSJI,1,No,No,0,Month-to-month,46.2,46.2,Yes,1
1612-EOHDH,1,No,No,0,Month-to-month,45.15,45.15,Yes,1
6702-OHFWR,1,No,Yes,1,Month-to-month,43.3,43.3,Yes,1
4510-PYUSH,38,No,No,0,Month-to-month,57.15,2250.65,Yes,1
7517-SAWMO,19,No,No,0,Month-to-month,73.2,1441.1,Yes,1
4143-HHPMK,52,No,Yes,1,Month-to-month,85.35,4338.6,Yes,1
7054-LGEQW,1,No,No,0,Month-to-month,45.95,45.95,Yes,1
0523-VNGTF,52,Yes,No,1,Month-to-month,50.5,2566.3,No,0
0923-PNFUB,3,Yes,No,1,Month-to-month,83.75,247.25,Yes,1
3961-SXAXY,1,No,No,0,Month-to-month,44.05,44.05,No,0
3566-HJGPK,1,No,No,0,Month-to-month,45.55,45.55,No,0
3062-ICYZQ,51,No,Yes,1,Month-to-month,93.8,4539.35,No,0
0463-WZZKO,3,No internet service,No internet service,0,Month-to-month,20.75,67.1,No,0
3494-JCHRQ,1,No,No,0,Month-to-month,70.05,70.05,Yes,1
6474-FVJLC,2,No,Yes,1,Month-to-month,86,165.45,Yes,1
4524-QCSSM,26,No,Yes,1,Month-to-month,44.65,1156.55,No,0
5832-EXGTT,29,No,Yes,1,Month-to-month,60.2,1834.15,No,0
8840-DQLGN,35,Yes,No,1,Month-to-month,100.5,3653.35,Yes,1
7217-JYHOQ,24,No,Yes,1,Month-to-month,70.3,1706.45,No,0
4547-LYTDD,16,No,No,0,Month-to-month,72.65,1194.3,Yes,1
8069-YQQAJ,14,No,No,0,Month-to-month,31.1,419.7,No,0
6770-XUAGN,1,No internet service,No internet service,0,Month-to-month,21,21,Yes,1
4193-ORFCL,1,No,No,0,Month-to-month,45.1,45.1,Yes,1
1636-NTNCO,4,Yes,Yes,1,Month-to-month,50.95,207.35,No,0
3466-WAESX,16,No,Yes,1,Month-to-month,69.1,1083.7,No,0
9281-PKKZE,46,Yes,Yes,1,Month-to-month,43.95,2007.85,No,0
7459-IMVYU,38,No,No,0,Month-to-month,69.95,2657.55,No,0
7776-QWNFX,30,No,No,0,Month-to-month,50.4,1527.5,Yes,1
6689-TCZHQ,5,No,Yes,1,Month-to-month,78.95,378.4,Yes,1
8563-OYMQY,17,No,Yes,1,Month-to-month,90.95,1612.2,No,0
3318-NMQXL,3,Yes,Yes,1,Month-to-month,92,266.8,No,0
3143-ILDAL,56,No,Yes,1,Month-to-month,94.45,5124.6,Yes,1
2272-UOINI,7,Yes,Yes,1,Month-to-month,78.5,571.05,No,0
6637-KYRCV,5,No,No,0,Month-to-month,30.5,167.2,No,0
5356-CSVSQ,3,Yes,No,1,Month-to-month,64.6,174.2,No,0
3221-CJMSG,24,No,No,0,Month-to-month,51.1,1269.6,No,0
4720-VSTSI,44,No,No,0,Month-to-month,84.8,3862.55,Yes,1
2801-NISEI,24,No,No,0,Month-to-month,54.95,1348.5,No,0
3946-MHCZW,1,No,No,0,Month-to-month,50.9,50.9,Yes,1
4623-ZKHLY,22,No internet service,No internet service,0,Month-to-month,20.45,471.55,No,0
8201-AAXCB,25,Yes,No,1,Month-to-month,60.35,1404.65,No,0
1845-CSBRZ,22,Yes,No,1,Month-to-month,85.35,1961.6,No,0
6651-AZVTJ,49,Yes,Yes,1,Month-to-month,99.8,4872.45,Yes,1
4566-GOLUK,47,Yes,Yes,1,Month-to-month,107.35,5118.95,Yes,1
2484-DGXPZ,31,No internet service,No internet service,0,Month-to-month,19.55,658.95,Yes,1
2018-QKYGT,1,No,Yes,1,Month-to-month,81.05,81.05,No,0
2792-VPPET,3,No internet service,No internet service,0,Month-to-month,20.5,76.95,No,0
3247-MHJKM,1,No internet service,No internet service,0,Month-to-month,20.2,20.2,No,0
4587-NUKOX,3,No,No,0,Month-to-month,79.1,246.5,Yes,1
7243-LCGGZ,1,No internet service,No internet service,0,Month-to-month,20.9,20.9,No,0
8267-KFGYD,1,No internet service,No internet service,0,Month-to-month,21.05,21.05,No,0
9261-WDCAF,3,No,Yes,1,Month-to-month,54.65,189.1,No,0
7442-YGZFK,1,No,No,0,Month-to-month,49.8,49.8,No,0
0420-BWTPW,8,No,No,0,Month-to-month,25.5,215.2,Yes,1
7449-HVPIV,55,Yes,No,1,Month-to-month,90.4,5099.15,No,0
8183-ONMXC,2,No,Yes,1,Month-to-month,80.75,159.45,Yes,1
9614-RMGHA,65,Yes,No,1,Month-to-month,91.85,5940.85,Yes,1
8735-IJJEG,14,No,No,0,Month-to-month,50.2,668.85,No,0
0564-MUUQK,20,No,Yes,1,Month-to-month,95.5,1916.2,No,0
5054-IEXZT,1,No,No,0,Month-to-month,75.35,75.35,Yes,1
5834-ASPWA,1,No,No,0,Month-to-month,75.45,75.45,Yes,1
0701-RFGFI,49,Yes,Yes,1,Month-to-month,95.4,4613.95,No,0
5619-PTMIK,46,No,No,0,Month-to-month,53.1,2459.8,No,0
3737-XBQDD,24,No,No,0,Month-to-month,84.85,2048.8,No,0
5882-CMAZQ,5,No,No,0,Month-to-month,34.25,163.55,No,0
5846-QFDFI,33,No,No,0,Month-to-month,88.6,2888.7,No,0
7967-HYCDE,8,No,No,0,Month-to-month,70.7,553.4,No,0
3948-XHGNA,24,No,No,0,Month-to-month,49.55,1210.4,Yes,1
3723-BFBGR,24,No,No,0,Month-to-month,54.8,1291.3,No,0
5445-UTODQ,7,Yes,No,1,Month-to-month,81.1,576.65,Yes,1
7892-QVYKW,23,No,Yes,1,Month-to-month,85.6,1868.4,No,0
1024-VRZHF,11,No,No,0,Month-to-month,74.95,825.7,Yes,1
9497-QCMMS,1,Yes,Yes,1,Month-to-month,93.55,93.55,Yes,1
5692-ICXLW,31,Yes,No,1,Month-to-month,90.7,2845.15,No,0
1960-UYCNN,10,No,Yes,1,Month-to-month,95.25,1021.55,No,0
0348-SDKOL,58,Yes,Yes,1,Month-to-month,102.1,5885.4,Yes,1
3190-FZATL,14,No internet service,No internet service,0,Month-to-month,19.95,268.4,No,0
4373-MAVJG,14,No,Yes,1,Month-to-month,90.9,1259,Yes,1
8901-HJXTF,12,No,No,0,Month-to-month,29.2,309.1,Yes,1
5419-KLXBN,25,Yes,No,1,Month-to-month,89.15,2257.75,Yes,1
4514-GFCFI,16,Yes,No,1,Month-to-month,84.75,1350.15,Yes,1
3365-SAIGS,17,Yes,No,1,Month-to-month,83.55,1329.15,No,0
9828-AOQLM,1,No,No,0,Month-to-month,45.7,45.7,Yes,1
8000-REIQB,1,No,No,0,Month-to-month,69.95,69.95,Yes,1
7615-ESMYF,2,Yes,Yes,1,Month-to-month,44.6,97.1,Yes,1
3858-VOBET,23,No,No,0,Month-to-month,74.95,1710.45,Yes,1
7020-OZKXZ,9,No,No,0,Month-to-month,75.5,637.4,No,0
3977-QCRSL,5,No internet service,No internet service,0,Month-to-month,20.15,117.95,No,0
8565-CLBZW,24,Yes,No,1,Month-to-month,89.85,2165.05,Yes,1
0224-HJAPT,5,No,No,0,Month-to-month,47.15,223.15,Yes,1
8086-OVPWV,2,No,Yes,1,Month-to-month,80.2,181.1,Yes,1
9430-FRQOC,4,No,No,0,Month-to-month,87.1,341.45,Yes,1
3074-GQWYX,5,No,No,0,Month-to-month,75.9,357.75,Yes,1
1492-QGCLU,53,Yes,Yes,1,Month-to-month,85.7,4616.1,No,0
6845-RGTYS,47,Yes,No,1,Month-to-month,98.75,4533.7,Yes,1
4418-LZMSV,13,No,No,0,Month-to-month,61.8,750.1,No,0
5155-AZQPB,28,No,No,0,Month-to-month,49.9,1410.25,No,0
8861-HGGKB,10,No,Yes,1,Month-to-month,86.45,830.85,Yes,1
7065-YUNRY,1,No,No,0,Month-to-month,45.3,45.3,Yes,1
5989-PGKJB,16,No,Yes,1,Month-to-month,86.25,1340.1,No,0
4795-KTRTH,5,No,No,0,Month-to-month,81,371.65,Yes,1
3090-LETTY,2,No,No,0,Month-to-month,60.95,134.6,No,0
5349-AZPEW,5,No,No,0,Month-to-month,25.05,125.5,No,0
3753-TSEMP,15,Yes,Yes,1,Month-to-month,88.15,1390.6,Yes,1
8305-VHZBZ,1,No internet service,No internet service,0,Month-to-month,20.2,20.2,Yes,1
8100-HZZLJ,43,No,Yes,1,Month-to-month,63.95,2737.05,No,0
8775-ERLNB,1,No,No,0,Month-to-month,74.3,74.3,No,0
8309-IEYJD,1,No,No,0,Month-to-month,70.6,70.6,No,0
9172-JITSM,26,Yes,Yes,1,Month-to-month,90.8,2361.8,Yes,1
6298-QDFNH,22,No,No,0,Month-to-month,79.35,1730.35,Yes,1
7361-YPXFS,28,No,No,0,Month-to-month,64.45,1867.6,No,0
6557-BZXLQ,16,No,No,0,Month-to-month,69.65,1043.3,No,0
2538-OIMXF,1,No,No,0,Month-to-month,24.7,24.7,No,0
8543-MSDMF,3,Yes,Yes,1,Month-to-month,77.4,206.15,No,0
9961-JBNMK,21,Yes,Yes,1,Month-to-month,96.8,2030.3,Yes,1
1170-SASML,69,No,No,0,Month-to-month,85.4,5869.4,No,0
2038-LLMLM,48,Yes,Yes,1,Month-to-month,103.85,4946.05,No,0
6173-ITPWD,47,No,No,0,Month-to-month,83.35,4065,Yes,1
9734-UYXQI,2,No,No,0,Month-to-month,49.4,106.55,Yes,1
1216-BGTSP,45,Yes,Yes,1,Month-to-month,108.45,4964.7,No,0
4138-NAXED,51,No,No,0,Month-to-month,81,4085.75,No,0
2189-UXTKY,22,Yes,Yes,1,Month-to-month,79.2,1742.75,Yes,1
7483-IQWIB,37,Yes,No,1,Month-to-month,92.95,3415.25,No,0
4958-GZWIY,7,No,No,0,Month-to-month,48.7,340.25,Yes,1
5153-RTHKF,34,Yes,No,1,Month-to-month,85.35,2896.6,No,0
9079-LWTFD,47,Yes,No,1,Month-to-month,100.75,4669.2,No,0
6356-ELRKD,1,Yes,Yes,1,Month-to-month,95.6,95.6,Yes,1
8624-GIOUT,49,No,No,0,Month-to-month,59.75,2934.3,Yes,1
